CIK#,Ticker,Subsidiaries
77476,pep,Pepsi-Cola East Africa Limited
77476,pep,Pepsi-Cola Ecuador Cia. Ltda.
77476,pep,Pepsi-Cola Engarrafadora Ltda.
77476,pep,"Pepsi-Cola Far East Trade Development Co., Inc."
77476,pep,"Pepsi-Cola Finance, LLC"
77476,pep,"Pepsi-Cola General Bottlers Poland SP, z.o.o."
77476,pep,Pepsi-Cola Industrial Da Amazonia Ltda.
77476,pep,Pepsi-Cola Interamericana de Guatemala S.A.
77476,pep,Pepsi-Cola International (Cyprus) Limited
77476,pep,Pepsi-Cola International (PVT) Limited
77476,pep,Pepsi-Cola International Limited
77476,pep,Pepsi-Cola International Limited (U.S.A.)
77476,pep,"Pepsi-Cola International, Cork"
77476,pep,Pepsi-Cola Kft. Hungary
77476,pep,"Pepsi-Cola Korea, Co., Limited"
77476,pep,Pepsi-Cola Maghreb
77476,pep,Pepsi-Cola Mamulleri Limited Sirketi
77476,pep,"Pepsi-Cola Management and Administrative Services, Inc."
77476,pep,Pepsi-Cola Manufacturing (Ireland)
77476,pep,Pepsi-Cola Manufacturing (Mediterranean) Limited
77476,pep,Pepsi-Cola Manufacturing Company of Uruguay S.R.L.
77476,pep,"Pepsi-Cola Manufacturing International, Limited"
77476,pep,Pepsi-Cola Marketing Corp. of P.R. Inc.
77476,pep,Pepsi-Cola Mediterranean Ltd.
77476,pep,"Pepsi-Cola Metropolitan Bottling Company, Inc."
77476,pep,"Pepsi-Cola Metropolitan, LLC"
77476,pep,Pepsi-Cola Mexicana Holdings LLC
77476,pep,"Pepsi-Cola Mexicana, S. de R.L. de C.V."
77476,pep,"Pepsi-Cola National Marketing, LLC"
77476,pep,"Pepsi-Cola of Corvallis, Inc."
77476,pep,Pepsi-Cola Operating Company of
77476,pep,Chesapeake and Indianapolis
77476,pep,Pepsi-Cola Panamericana SCR Limitada
77476,pep,"Pepsi-Cola Panamericana, LLC"
77476,pep,"Pepsi-Cola Panamericana, S.R.L."
77476,pep,"Pepsi-Cola Products Philippines, Inc."
77476,pep,"Pepsi-Cola Sales and Distribution, Inc."
77476,pep,"Pepsi-Cola Sales, LLC"
77476,pep,Pepsi-Cola Servis ve Dagitim Ltd. Sti.
77476,pep,Pepsi-Cola SR s.r.o.
77476,pep,"Pepsi-Cola Technical Operations, Inc."
77476,pep,Pepsi-Cola U.K. Limited
77476,pep,Pepsi-Cola Ukranine LLC
77476,pep,"Pepsi-Cola Venezuela, C.A."
77476,pep,PepsiCo-Strauss Fresh DipÂ & Spreads International GmbH
77476,pep,PeteÂ & Johnny Limited
77476,pep,"Pet-Iberia, S.L."
77476,pep,Pine International Limited
77476,pep,"Pine International, LLC"
77476,pep,"Pinstripe Leasing, LLC"
77476,pep,PISSA Colombia Ltda.
77476,pep,Planters U.K. Limited
77476,pep,"PlayCo, Inc."
77476,pep,Plemzavod Za Mir I Trude OJSC
77476,pep,PR Beverages Bermuda Holding Ltd.
77476,pep,PR Beverages Cyprus (Russia) Holding Limited
77476,pep,PR Beverages Cyprus Holding Limited
77476,pep,PR Beverages Limited
77476,pep,PRB Luxembourg International S.a r.l.
77476,pep,PRB Luxembourg S.a r.l.
77476,pep,"Prestwick, LLC"
77476,pep,Prev PepsiCo Sociedade Previdenciaria
77476,pep,"Productos Industrializados Saltillo, S. de R.L. de C.V."
77476,pep,Productos S.A.S. C.V.
77476,pep,Productos Victoria S.A. de C.V.
77476,pep,Products SAS Management B.V.
77476,pep,"Promotora De Empresas, S.A. de C.V."
77476,pep,PROPP Co. Ltd.
77476,pep,"PRS, Inc."
77476,pep,"PSE Logistica, S.R.L."
77476,pep,PT Indofood FritoLay Makmur
77476,pep,PT Quaker Indonesia
77476,pep,Punch N.V.
77476,pep,Punica Getranke GmbH
77476,pep,"QBU Marketing Services, S. de R.L. de C.V."
77476,pep,"QBU Trading Company, S. de R.L. de C.V."
77476,pep,QFL OHQ Sdn. Bhd.
77476,pep,"QTG Development, Inc."
77476,pep,"QTG Services, Inc."
77476,pep,QuadGat Beverage Company (Europe) Limited
77476,pep,Quadrant Amroq Beverages S.A.
77476,pep,Quadrant Bulgaria Beverages EOOD
77476,pep,Quadrant European Beverages (Bulgaria) Limited
77476,pep,Quadrant-Amroq Beverages S.R.L.
77476,pep,Quadrant-Amroq Bottling Company (Europe) Ltd.
77476,pep,Quadrant-Amroq Bottling Company Limited
77476,pep,Quaker Beverages Italia S.p.A
77476,pep,Quaker Developments B.V.
77476,pep,"Quaker European Beverages, LLC"
77476,pep,Quaker European Investments B.V.
77476,pep,Quaker Foods
77476,pep,Quaker Global Investments B.V.
77476,pep,Quaker Holdings (UK) Limited
77476,pep,"Quaker Manufacturing, LLC"
77476,pep,"Quaker Mexico Holdings, LLC"
77476,pep,"Quaker Oats Asia, Inc."
77476,pep,Quaker Oats Australia Pty Ltd
77476,pep,Quaker Oats B.V.
77476,pep,Quaker Oats Capital Corporation
77476,pep,Quaker Oats Europe LLC
77476,pep,"Quaker Oats Europe, Inc."
77476,pep,Quaker Oats Limited
77476,pep,Quaker Peru S.R.L.
77476,pep,"Quaker SalesÂ & Distribution, Inc."
77476,pep,Quaker Trading Limited
77476,pep,Ramenskoe Moloko Co. Ltd.
77476,pep,"Rare Fare Foods, Inc."
77476,pep,"Rasines Inversiones, S.L."
77476,pep,"Rebujito Inversiones, S.L."
77476,pep,"Rolling Frito-Lay Sales, LP"
77476,pep,"Ronkas Inversiones, S.L."
77476,pep,"S & T of Mississippi, Inc."
77476,pep,S.C. Quadrant Amroq Beverages S.r.L.
77476,pep,S.C. Star Foods E.M. S.R.L.
77476,pep,"Sabra Dipping Company, LLC"
77476,pep,"Sabritas de Costa Rica, S. de R.L."
77476,pep,"Sabritas Snacks America Latina de Nicaragua y Cia, Ltda"
77476,pep,"Sabritas y Compania, SCA"
77476,pep,"Sabritas, LLC"
77476,pep,"Sabritas, S. de R.L. de C.V."
77476,pep,Sakata Rice Snacks Australia Pty Ltd
77476,pep,Sandora Holdings B.V.
77476,pep,Sanser Administracao E Partipacoes Ltda.
77476,pep,Saudi Snack Foods Company Limited
77476,pep,Seepoint Holdings Ltd.
77476,pep,Senrab
77476,pep,Serenitatis Limited
77476,pep,Serm Suk Public Company Limited
77476,pep,"Servicios Calificados, S.A. de C.V."
77476,pep,"Servicios Chipiga, S. de R.L. de C.V."
77476,pep,Servicios GFLG y Compania Limitada
77476,pep,"Servicios Harinera Monterrey, S.A. de C.V."
77476,pep,"Servi-Facil, S.A."
77476,pep,"Seven-Up Asia, Inc."
77476,pep,Seven-Up Europe Limited
77476,pep,"Seven-Up Great Britain, Inc."
77476,pep,Seven-Up Light B.V.
77476,pep,Seven-Up Nederland B.V.
77476,pep,Shanghai PepsiCo Snacks Company Limited
77476,pep,NAME OF ENTITY
77476,pep,Shanghai Pepsi-Cola Beverage Company Limited
77476,pep,"Sharepower, Inc."
77476,pep,Shenyang Pepsi-Cola Beverage Company Limited
77476,pep,Shenzhen Pepsi-Cola Beverage Company Limited
77476,pep,"Shoebill, LLC"
77476,pep,SIH International LLC
77476,pep,Simba (Proprietary) Limited
77476,pep,Simba Quix Swazilan (Pty) Limited
77476,pep,"Smartfoods, Inc."
77476,pep,Smiths Crisps Limited
77476,pep,Snack Food Investments GmbH
77476,pep,Snack Food Investments II GmbH
77476,pep,Snack Food Investments Limited
77476,pep,Snack Food-Beverage Asia Products Limited
77476,pep,Snack Ventures Europe SCA
77476,pep,Snacks America Latina S.R.L.
77476,pep,"Snacks Guatemala, Ltd."
77476,pep,"SoBe Operating Corp., Inc."
77476,pep,Sobol Aqua OJSC
77476,pep,Societe Monderne Libanaise pour Le Commerce S.A.L.
77476,pep,"South Beach Beverage Company, Inc."
77476,pep,"South Properties, Inc."
77476,pep,Special Edition Beverages Limited
77476,pep,"Sportmex Internacional, S.A. De C.V."
77476,pep,Spruce Limited
77476,pep,"Stacyâs Pita Chip Company, Incorporated"
77476,pep,Star Foods Bulgaria EOOD
77476,pep,"Stepplan Inversiones, S.L."
77476,pep,"Stokely-Van Camp, Inc."
77476,pep,Strategic Beverages (Thailand) Co. Ltd.
77476,pep,Strauss Frito Lay Ltd.
77476,pep,"SVC Logistics, Inc."
77476,pep,"SVC Manufacturing, Inc."
77476,pep,SVE Russia Holdings GmbH
77476,pep,Tanglewood Finance S.a. r.L.
77476,pep,Tastes of Adventures Pty Ltd
77476,pep,Tasty Foods S.A.
77476,pep,Teeba for Developed FoodÂ & Processing Company
77476,pep,"TFL Holdings, LLC"
77476,pep,The Concentrate Manufacturing Company of Ireland
77476,pep,The Gatorade Company
77476,pep,The Gatorade Company of Australia Pty Limited
77476,pep,The Original Pretzel Company Pty Ltd.
77476,pep,The Pepsi Bottling Group (Canada) ULC
77476,pep,"The Pepsi Bottling Group Foundation, Inc."
77476,pep,The Quaker Oats Company
77476,pep,The Smiths Snackfood Company Limited
77476,pep,Tianjin Pepsi-Cola Beverage Company Limited
77476,pep,"Tobago Snack Holdings, LLC"
77476,pep,Tropicana Alvalle S.L.
77476,pep,Tropicana Beverages Greater China Limited
77476,pep,Tropicana Beverages Ltd.
77476,pep,Tropicana Europe
77476,pep,Tropicana Looza Benelux BVBA
77476,pep,"Tropicana Manufacturing Company, Inc."
77476,pep,"Tropicana Products Sales, Inc."
77476,pep,"Tropicana Products, Inc."
77476,pep,"Tropicana Services, Inc."
77476,pep,Tropicana Transportation Corp.
77476,pep,Tropicana United Kingdom Limited
77476,pep,Tuymazinskiy Molokozavod OJSC
77476,pep,Twisties Australia One Pty Limited
77476,pep,Twisties Australia Two Pty Limited
77476,pep,United Foods Companies Restaurantes S.A.
77476,pep,Veurne Snackfoods BVBA
77476,pep,Vitamin Brands Ltd.
77476,pep,Vitarom Impex s.r.l.
77476,pep,Walkers Crisps Limited
77476,pep,Walkers Group Limited
77476,pep,Walkers Snack Foods Limited
77476,pep,Walkers Snack Services Limited
77476,pep,Walkers Snacks (Distribution) Limited
77476,pep,Walkers Snacks Limited
77476,pep,Wave Holding LLC
77476,pep,"Wesellsoda Inversiones, S.L."
77476,pep,Whitman Corporation
77476,pep,"Whitman Finance, Inc."
77476,pep,"Whitman Insurance Co., Inc."
77476,pep,"Whitman Leasing, Inc."
77476,pep,Willamette Beverage Co.
77476,pep,Wimm-Bill-Dann Beverages OJSC
77476,pep,Wimm-Bill-Dann Brands Co. Ltd.
77476,pep,Wimm-Bill-Dann Finance Co. Ltd.
77476,pep,Wimm-Bill-Dann Foods OJSC
77476,pep,Wimm-Bill-Dann Netherlands B.V.
77476,pep,Wimm-Bill-Dann OJSC
77476,pep,Wimm-Bill-Dann Ukraine
77476,pep,Wotsits Brands Limited
77476,pep,Wuhan Pepsi-Cola Beverage Company Limited
77476,pep,Xiâan Pepsi-Cola Beverage Company Limited
77476,pep,Zhanjiang Pepsi Cola Beverage Company Limited
77476,pep,Zhengzhou Pepsi Beverage Company Limited
778164,alto,"Alto Nutrients, LLC"
778164,alto,Alto Op Co.
778164,alto,"Alto West, LLC"
778164,alto,"Alto Columbia, LLC"
778164,alto,"Alto Magic Valley, LLC"
778164,alto,"Alto Central, LLC"
778164,alto,"Alto Canton, LLC"
778164,alto,"Alto Pekin, LLC"
778164,alto,"Alto ICP, LLC"
778164,alto,Eagle Alcohol Company LLC
78003,pfe,"Agouron Pharmaceuticals, LLC"
78003,pfe,AH Robins LLC
78003,pfe,AHP Manufacturing B.V.
78003,pfe,Alpharma Pharmaceuticals LLC
78003,pfe,American Food Industries LLC
78003,pfe,Amplyx Pharma IE Limited
78003,pfe,"Amplyx Pharmaceuticals, Inc."
78003,pfe,"Anacor Pharmaceuticals, LLC"
78003,pfe,Arena Pharmaceuticals Development GmbH
78003,pfe,"Arena Pharmaceuticals Development, LLC"
78003,pfe,"Arena Pharmaceuticals, Inc."
78003,pfe,"Arixa Pharmaceuticals, Inc."
78003,pfe,Array BioPharma Inc.
78003,pfe,"Bamboo Therapeutics, Inc."
78003,pfe,Biohaven Pharmaceutical Holding Company Limited
78003,pfe,Biohaven Pharmaceutical Ireland Designated Activity Company
78003,pfe,Blue Whale Re Ltd.
78003,pfe,Bulldog (BVI) NewCo Limited
78003,pfe,C.P. Pharmaceuticals International C.V.
78003,pfe,CGRP US NewCo LLC
78003,pfe,CICL Corporation
78003,pfe,COC I Corporation
78003,pfe,"Coley Pharmaceutical Group, Inc."
78003,pfe,"Cyanamid de Argentina, S.A."
78003,pfe,"Cyanamid de Colombia, S.A."
78003,pfe,"Distribuidora Mercantil Centro Americana, S.A."
78003,pfe,Encysive Pharmaceuticals Inc.
78003,pfe,"FoldRx Pharmaceuticals, LLC"
78003,pfe,Fort Dodge Manufatura Ltda.
78003,pfe,G. D. Searle & Co. Limited
78003,pfe,G. D. Searle International Capital LLC
78003,pfe,"Genetics Institute, LLC"
78003,pfe,"GenTrac, Inc."
78003,pfe,"GI Europe, Inc."
78003,pfe,"GI Japan, Inc."
78003,pfe,Global Blood Therapeutics France S.A.S.
78003,pfe,Global Blood Therapeutics Germany GmbH
78003,pfe,Global Blood Therapeutics GmbH
78003,pfe,Global Blood Therapeutics UK Limited
78003,pfe,"Global Blood Therapeutics, Inc."
78003,pfe,Hospira Adelaide Pty Ltd
78003,pfe,Hospira Australia Pty Ltd
78003,pfe,Hospira Benelux BVBA
78003,pfe,Hospira Holdings (S.A.) Pty Ltd
78003,pfe,Hospira Limited
78003,pfe,"Hospira Philippines, Inc."
78003,pfe,Hospira Pte. Ltd.
78003,pfe,"Hospira Puerto Rico, LLC"
78003,pfe,Hospira UK Limited
78003,pfe,"Hospira Worldwide, LLC"
78003,pfe,Hospira Zagreb d.o.o.
78003,pfe,"Hospira, Inc."
78003,pfe,"Ignite Immunotherapy, Inc."
78003,pfe,"InnoPharma, Inc."
78003,pfe,International Affiliated Corporation LLC
78003,pfe,John Wyeth & Brother Limited
78003,pfe,Kiinteistö oy Espoon Pellavaniementie 14
78003,pfe,King Pharmaceuticals Holdings LLC
78003,pfe,King Pharmaceuticals LLC
78003,pfe,"King Pharmaceuticals Research and Development, LLC"
78003,pfe,"Laboratoires Pfizer, S.A."
78003,pfe,Laboratorios Pfizer Ltda.
78003,pfe,"Laboratórios Pfizer, Lda."
78003,pfe,Laboratorios Wyeth LLC
78003,pfe,Laboratorios Wyeth S.A.
78003,pfe,Mayne Pharma IP Holdings (Euro) Pty Ltd
78003,pfe,Medivation Field Solutions LLC
78003,pfe,Medivation LLC
78003,pfe,Medivation Neurology LLC
78003,pfe,Medivation Prostate Therapeutics LLC
78003,pfe,Medivation Services LLC
78003,pfe,Medivation Technologies LLC
78003,pfe,"Monarch Pharmaceuticals, LLC"
78003,pfe,MPP Trustee Limited
78003,pfe,MTG Divestitures LLC
78003,pfe,Neusentis Limited
78003,pfe,PAH USA IN8 LLC
78003,pfe,Parke Davis Limited
78003,pfe,"Parke, Davis - Produtos Farmacêuticos Lda"
78003,pfe,"Parke, Davis & Company LLC"
78003,pfe,"Parkedale Pharmaceuticals, Inc."
78003,pfe,PBG Puerto Rico LLC
78003,pfe,"P-D Co., LLC"
78003,pfe,Peak Enterprises LLC
78003,pfe,PF ARGENTUM ACQUISITION ULC
78003,pfe,PF Argentum IP Holdings LLC
78003,pfe,PF Argentum US Corporation
78003,pfe,PF Consumer Healthcare Holdings US Inc.
78003,pfe,PF Finland Holdings B.V.
78003,pfe,PF OFG South Korea 1 B.V.
78003,pfe,PF OFG South Korea 2 B.V.
78003,pfe,PF PR Holdings C.V.
78003,pfe,PF PRISM C.V.
78003,pfe,PF PRISM Holdings B.V.
78003,pfe,PF PRISM IMB B.V.
78003,pfe,PFE Wyeth-Ayerst (Asia) LLC
78003,pfe,Pfizer
78003,pfe,Pfizer (China) Research and Development Co. Ltd.
78003,pfe,Pfizer (Malaysia) Sdn Bhd
78003,pfe,Pfizer (Perth) Pty Ltd
78003,pfe,Pfizer (Thailand) Limited
78003,pfe,PFIZER (VIETNAM) LIMITED COMPANY
78003,pfe,Pfizer (Wuhan) Research and Development Co. Ltd.
78003,pfe,Pfizer AB
78003,pfe,Pfizer Afrique de L'Ouest
78003,pfe,Pfizer AG
78003,pfe,Pfizer Anti-Infectives AB
78003,pfe,Pfizer ApS
78003,pfe,Pfizer AS
78003,pfe,Pfizer Asia Manufacturing Pte. Ltd.
78003,pfe,Pfizer Australia Holdings B.V.
78003,pfe,Pfizer Australia Holdings Pty Limited
78003,pfe,Pfizer Australia Investments Pty Ltd
78003,pfe,Pfizer Australia Pty Ltd
78003,pfe,Pfizer B.V.
78003,pfe,Pfizer Biopharma Egypt LLC
78003,pfe,Pfizer Biopharmaceuticals Egypt LLC
78003,pfe,Pfizer Biossimilares Participações Ltda.
78003,pfe,Pfizer Bolivia S.A.
78003,pfe,Pfizer Brasil Ltda.
78003,pfe,"Pfizer Business Service (Dalian) Co., Ltd."
78003,pfe,Pfizer Canada ULC / Pfizer Canada SRI
78003,pfe,Pfizer Chile S.A.
78003,pfe,Pfizer Cia. Ltda.
78003,pfe,Pfizer Colombia Spinco I LLC
78003,pfe,Pfizer Consumer Healthcare
78003,pfe,Pfizer Cork Limited
78003,pfe,Pfizer Corporation Austria Gesellschaft m.b.H.
78003,pfe,Pfizer Corporation Hong Kong Limited
78003,pfe,Pfizer Corporation S. de R.L.
78003,pfe,Pfizer Croatia d.o.o.
78003,pfe,Pfizer Deutschland GmbH
78003,pfe,Pfizer Development LLC
78003,pfe,Pfizer Development LP
78003,pfe,Pfizer Development Services (UK) Limited
78003,pfe,Pfizer East India B.V.
78003,pfe,Pfizer Eastern Investments B.V.
78003,pfe,Pfizer Europe MA EEIG
78003,pfe,Pfizer Export B.V.
78003,pfe,Pfizer Export Company
78003,pfe,Pfizer France International Investments
78003,pfe,"Pfizer Free Zone Panama, S. de R.L."
78003,pfe,Pfizer Global Holdings B.V.
78003,pfe,Pfizer Global Supply Japan Inc.
78003,pfe,Pfizer Global Trading
78003,pfe,Pfizer Gulf FZ-LLC
78003,pfe,Pfizer H.C.P. Corporation
78003,pfe,Pfizer Health AB
78003,pfe,Pfizer Health Solutions Inc.
78003,pfe,Pfizer Healthcare India Private Limited
78003,pfe,Pfizer Healthcare Ireland
78003,pfe,"Pfizer Hellas, A.E."
78003,pfe,Pfizer Himalaya Holdings Coöperatief U.A.
78003,pfe,Pfizer Holding France
78003,pfe,Pfizer Holdings Corporation
78003,pfe,Pfizer Holdings International Corporation
78003,pfe,Pfizer Holdings International Luxembourg (PHIL) SARL
78003,pfe,Pfizer Innovations LLC
78003,pfe,Pfizer International LLC
78003,pfe,Pfizer International Operations
78003,pfe,Pfizer Investment Capital Unlimited Company
78003,pfe,Pfizer Investment Co. Ltd.
78003,pfe,Pfizer Ireland PFE Holding 1 LLC
78003,pfe,Pfizer Ireland PFE Holding 2 LLC
78003,pfe,Pfizer Ireland Pharmaceuticals
78003,pfe,Pfizer Ireland Ventures Unlimited Company
78003,pfe,Pfizer Italia S.r.l.
78003,pfe,Pfizer Japan Inc.
78003,pfe,Pfizer Laboratories (Pty) Limited
78003,pfe,Pfizer Laboratories Limited
78003,pfe,Pfizer Leasing Ireland Limited
78003,pfe,Pfizer Leasing UK Limited
78003,pfe,Pfizer Limited
78003,pfe,Pfizer Limited
78003,pfe,Pfizer Limited
78003,pfe,Pfizer Luxco Holdings SARL
78003,pfe,Pfizer Luxembourg Global Holdings S.à r.l.
78003,pfe,Pfizer Luxembourg SARL
78003,pfe,Pfizer Manufacturing Austria G.m.b.H.
78003,pfe,Pfizer Manufacturing Belgium N.V.
78003,pfe,Pfizer Manufacturing Deutschland GmbH
78003,pfe,Pfizer Manufacturing Deutschland Grundbesitz GmbH & Co. KG
78003,pfe,Pfizer Manufacturing Holdings LLC
78003,pfe,Pfizer Manufacturing Ireland Unlimited Company
78003,pfe,Pfizer Manufacturing LLC
78003,pfe,Pfizer Manufacturing Services
78003,pfe,"Pfizer MAP Holding, Inc."
78003,pfe,Pfizer Medicamentos Genericos e Participacoes Ltda.
78003,pfe,Pfizer Mexico Holding B.V.
78003,pfe,Pfizer New Zealand Limited
78003,pfe,Pfizer North America Services LLC
78003,pfe,Pfizer OTC B.V.
78003,pfe,Pfizer Overseas LLC
78003,pfe,Pfizer Oy
78003,pfe,Pfizer Pakistan Limited
78003,pfe,Pfizer PFE AsiaPac Holding B.V.
78003,pfe,Pfizer PFE Australia Pty Ltd
78003,pfe,Pfizer PFE CIA. Ltda.
78003,pfe,Pfizer PFE Eastern Investments B.V.
78003,pfe,Pfizer PFE Global Holdings B.V.
78003,pfe,Pfizer PFE ?laçlar? Anonim ?irketi
78003,pfe,Pfizer PFE Pharmaceuticals Israel Holding LLC
78003,pfe,Pfizer PFE Pharmaceuticals Israel Ltd.
78003,pfe,Pfizer PFE Service Company Holding B.V.
78003,pfe,Pfizer PFE Spain B.V.
78003,pfe,Pfizer Pharm Algerie
78003,pfe,Pfizer Pharma GmbH
78003,pfe,Pfizer Pharma PFE GmbH
78003,pfe,"Pfizer Pharmaceutical (Wuxi) Co., Ltd."
78003,pfe,Pfizer Pharmaceutical Trading Limited Liability Company (a/k/a Pfizer Kft. or Pfizer LLC)
78003,pfe,Pfizer Pharmaceuticals (Namibia) (Proprietary) Limited
78003,pfe,Pfizer Pharmaceuticals Global B.V.
78003,pfe,Pfizer Pharmaceuticals Israel Ltd.
78003,pfe,Pfizer Pharmaceuticals Korea Limited
78003,pfe,"Pfizer Pharmaceuticals Science and Technology Co., Ltd."
78003,pfe,Pfizer Pharmaceuticals Tunisie Sarl
78003,pfe,Pfizer Pigments Inc.
78003,pfe,Pfizer Polska Sp. z.o.o.
78003,pfe,Pfizer Private Limited
78003,pfe,Pfizer Production LLC
78003,pfe,Pfizer Products Inc.
78003,pfe,Pfizer Products India Private Limited
78003,pfe,Pfizer R&D Holding B.V.
78003,pfe,Pfizer R&D Japan G.K.
78003,pfe,Pfizer R&D UK Limited
78003,pfe,"Pfizer Research (NC), Inc."
78003,pfe,Pfizer Romania SRL
78003,pfe,Pfizer S.A.
78003,pfe,Pfizer S.A.S.
78003,pfe,Pfizer S.G.P.S. Lda.
78003,pfe,Pfizer S.R.L.
78003,pfe,Pfizer S.r.l.
78003,pfe,Pfizer SA (Belgium)
78003,pfe,Pfizer Saudi Limited
78003,pfe,Pfizer Saudi Trading LLC
78003,pfe,Pfizer Service Company BV
78003,pfe,Pfizer Service Company Ireland Unlimited Company
78003,pfe,Pfizer Shared Services Unlimited Company
78003,pfe,Pfizer Shareholdings Intermediate SARL
78003,pfe,Pfizer Singapore Holding Pte. Ltd.
78003,pfe,Pfizer Specialties Limited
78003,pfe,Pfizer Specialty UK Limited
78003,pfe,Pfizer SRB d.o.o.
78003,pfe,Pfizer Strategic Investment Holdings LLC
78003,pfe,Pfizer Trading Polska sp.z.o.o.
78003,pfe,Pfizer Transactions LLC
78003,pfe,Pfizer Tunisie SA
78003,pfe,Pfizer Vaccines LLC
78003,pfe,"Pfizer Venezuela, S.A."
78003,pfe,Pfizer Ventures (US) LLC
78003,pfe,Pfizer Ventures LLC
78003,pfe,Pfizer Worldwide Services Unlimited Company
78003,pfe,"Pfizer Zona Franca, S.A."
78003,pfe,"Pfizer, Inc."
78003,pfe,"Pfizer, S.A."
78003,pfe,"Pfizer, S.A. de C.V."
78003,pfe,"Pfizer, S.L."
78003,pfe,"Pfizer, spol. s r.o."
78003,pfe,Pharmacia & Upjohn Company LLC
78003,pfe,Pharmacia & Upjohn LLC
78003,pfe,Pharmacia Brasil Ltda.
78003,pfe,Pharmacia Hepar LLC
78003,pfe,Pharmacia Inter-American LLC
78003,pfe,Pharmacia International B.V.
78003,pfe,Pharmacia Limited
78003,pfe,Pharmacia LLC
78003,pfe,PHIVCO Corp.
78003,pfe,PHIVCO Holdco S.à r.l.
78003,pfe,PHIVCO Luxembourg S.à r.l.
78003,pfe,"PIMB OFG Spain Holding, S.L."
78003,pfe,PRISM Holdings B.V.
78003,pfe,PT. Pfizer Indonesia
78003,pfe,Purepac Pharmaceutical Holdings LLC
78003,pfe,PZR Property Limited
78003,pfe,Renrall LLC
78003,pfe,ResApp Health Limited
78003,pfe,ReViral Limited
78003,pfe,Rinat Neuroscience Corp.
78003,pfe,Roerig S.A.
78003,pfe,"Servicios P&U, S. de R.L. de C.V."
78003,pfe,Shiley LLC
78003,pfe,"Sinergis Farma-Produtos Farmaceuticos, Lda."
78003,pfe,Solinor LLC
78003,pfe,Sugen LLC
78003,pfe,Tabor LLC
78003,pfe,The Pfizer Incubator LLC
78003,pfe,Trillium Therapeutics ULC
78003,pfe,Upjohn Laboratorios Lda.
78003,pfe,Vicuron Holdings LLC
78003,pfe,Warner Lambert del Uruguay S.A.
78003,pfe,Warner-Lambert Company GmbH
78003,pfe,Warner-Lambert Company LLC
78003,pfe,W-L LLC
78003,pfe,Wyeth (Asia) Limited
78003,pfe,Wyeth Ayerst Inc.
78003,pfe,Wyeth Ayerst S.à r.l.
78003,pfe,"Wyeth Farma, S.A."
78003,pfe,Wyeth Holdings LLC
78003,pfe,Wyeth Lederle S.r.l.
78003,pfe,Wyeth LLC
78003,pfe,Wyeth Pakistan Limited
78003,pfe,Wyeth Pharmaceuticals LLC
78003,pfe,Wyeth Subsidiary Illinois Corporation
78003,pfe,Wyeth-Ayerst (Asia) LLC
78003,pfe,Wyeth-Ayerst International LLC
78003,pfe,Wyeth-Ayerst Promotions Limited
784199,aort,Ascyrus Medical LLC
784199,aort,"AuraZyme Pharmaceuticals, Inc."
784199,aort,"CryoLife Asia Pacific, PTE. Ltd"
784199,aort,CryoLife Beijing Medical Device Ltd.
784199,aort,"CryoLife Canada, Inc."
784199,aort,"CryoLife Europa, Ltd."
784199,aort,"CryoLife France, SAS."
784199,aort,CryoLife Germany HoldCo GmbH.
784199,aort,CryoLife Germany TopCo GmbH
784199,aort,"CryoLife International, Inc."
784199,aort,"CryoLife Korea Co., Ltd."
784199,aort,"CryoLife Medical (Australia) Co. Pty, Ltd."
784199,aort,"CryoLife Medical (Thailand) Co., Ltd."
784199,aort,"CryoLife Vietnam Co., Ltd."
784199,aort,Jolly Buyer Acquisition GmbH
784199,aort,JOTEC Cardiovascular S.L.
784199,aort,JOTEC do Brasil Ltda.
784199,aort,JOTEC GmbH
784199,aort,JOTEC Polska Sp. z.o.o
784199,aort,JOTEC s.r.l.
784199,aort,JOTEC Sales GmbH
784199,aort,JOTEC UK Ltd.
784199,aort,"On-X Life Technologies Holdings, Inc."
784199,aort,"On-X Life Technologies, Inc."
784199,aort,"Valve Special Purpose Co., LLC"
785956,jjsf,The ICEE Company
785956,jjsf,J & J Snack Foods Corp. of California
785956,jjsf,J & J Snack Foods Corp./Mia
785956,jjsf,J & J Snack Foods Corp. of Pennsylvania
785956,jjsf,J & J Snack Foods Sales Corp.
785956,jjsf,J & J Snack Foods Transport Corp.
785956,jjsf,"ICEE-Canada, Inc."
785956,jjsf,"ICEE de Mexico, S.A. De C.V."
785956,jjsf,"J & J Restaurant Group, LLC"
785956,jjsf,Bakers Best Snack Food Corp.
785956,jjsf,"Pretzels, Inc."
785956,jjsf,"Federal Pretzel Baking Company, LLC"
785956,jjsf,"Country Home Bakers, LLC"
785956,jjsf,"ICEE of Hawaii, Inc."
785956,jjsf,"DADDY RAYS, Inc."
785956,jjsf,"Hom/Ade Foods, Inc."
785956,jjsf,J & J Snack Foods Corp. of Canada
785956,jjsf,J &J Snack Foods Handhelds Corp.
785956,jjsf,"New York Pretzel, LLC"
785956,jjsf,Swirl Holdings Corporation
785956,jjsf,"Phillys Famous Water Ice, Inc."
785956,jjsf,J & J Snack Foods Online Sales Corp.
785956,jjsf,Pachyderm Insurance Company
789933,nc,The Coteau Properties Company
789933,nc,The Falkirk Mining Company
